target,heldout_dataset,model,model_key,mean_r2,mean_rmse,mean_rpd,n_runs
cm,13,Hybrid_BeamK30_SSL_CrossGatedNAMHead,hybrid_cross_gated_nam,-3.2290406227111816,0.0047932742427388335,0.49056076010068256,3
cm,13,Hybrid_BeamK30_SSL_CrossGatedDCNHead,hybrid_cross_gated_dcn,-2.9053773880004883,0.004609453154893,0.5092320044835409,3
cm,13,BeamK30_ResidualMLP,labelled_residual,-1.7422329584757488,0.003857103268646,0.6102445125579834,3
cm,2,Hybrid_BeamK30_SSL_CrossGatedDCNHead,hybrid_cross_gated_dcn,-1.2127374410629272,0.002458143303343433,0.6806224584579468,3
cm,2,Hybrid_BeamK30_SSL_CrossGatedNAMHead,hybrid_cross_gated_nam,-0.9298624595006307,0.0023031092972221334,0.7216702500979105,3
cm,2,Hybrid_BeamK30_SSL_CrossGatedFusion,hybrid_cross_gated_mlp,-0.8782119750976562,0.0022719330799904,0.7316526969273885,3
cm,2,BeamK30_ResidualMLP,labelled_residual,-0.7772839466730753,0.0022094224501317,0.7527679403622946,3
cm,37,Hybrid_BeamK30_SSL_CrossGatedDCNHead,hybrid_cross_gated_dcn,0.37150508165359497,0.005398584102108033,1.2680730024973552,3
cm,37,Hybrid_BeamK30_SSL_CrossGatedFusion,hybrid_cross_gated_mlp,0.386780579884847,0.0053330479004041,1.283505876859029,3
cm,37,BeamK30_ResidualMLP,labelled_residual,0.4023645917574565,0.005266128904687133,1.2991544802983601,3
cm,37,Hybrid_BeamK30_SSL_CrossGatedNAMHead,hybrid_cross_gated_nam,0.41028352578481037,0.005226176633502333,1.311562140782674,3
cm,12,Hybrid_BeamK30_SSL_CrossGatedFusion,hybrid_cross_gated_mlp,0.4706167976061503,0.0032183325880696997,1.3961697419484456,3
cm,12,Hybrid_BeamK30_SSL_CrossGatedDCNHead,hybrid_cross_gated_dcn,0.5076157848040262,0.003107221286627767,1.4440524180730183,3
cm,12,Hybrid_BeamK30_SSL_CrossGatedNAMHead,hybrid_cross_gated_nam,0.514596422513326,0.003084983802909133,1.4544439713160198,3
cm,12,BeamK30_ResidualMLP,labelled_residual,0.558589239915212,0.0029474514210376334,1.5163455406824748,3
cm,15,Hybrid_BeamK30_SSL_CrossGatedFusion,hybrid_cross_gated_mlp,0.627568781375885,0.0027228216206577668,1.664848526318868,3
cm,15,BeamK30_ResidualMLP,labelled_residual,0.6336249709129333,0.0027089528958784332,1.6625641187032063,3
cm,15,Hybrid_BeamK30_SSL_CrossGatedDCNHead,hybrid_cross_gated_dcn,0.645754317442576,0.002655291257076267,1.7073418299357097,3
cm,15,Hybrid_BeamK30_SSL_CrossGatedNAMHead,hybrid_cross_gated_nam,0.6587131222089132,0.0026183892417607664,1.7152190208435059,3
cp,13,Hybrid_BeamK30_SSL_CrossGatedDCNHead,hybrid_cross_gated_dcn,-1.6086058616638184,0.00039801674964150003,0.6230006814002991,3
cp,15,Hybrid_BeamK30_SSL_CrossGatedFusion,hybrid_cross_gated_mlp,-1.577152172724406,0.0003483421534839334,0.6241282025973002,3
